WO,"District
","Ward
","Date
","Shift
","Supervisor
",# Staff OR Contracted Crew,"Hours Worked
",# of Equipment (Dump Trucks),In-House/ Contractor (RAW),"Dump Truck Provider 
Contractor",Location,From ,To,"Type (Road Class/ School, Bridge)
","Equip. Method
","# Loads
","Tonnes 
(auto-populates)
","One Side/ Both Sides
","# Km
",Snow Dumped Site,__submission_id
,EY,3,6-Mar-25,Day,Dennis Kelly / Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Fortieth  St,LSBW,Lake Promenade,Arterial,Blower,,,Both sides,1.208,,
,EY,3,6-Mar-25,Day,Dennis Kelly / Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirty Ninth St,LSBW,Lake Promenade,Arterial,Blower,,,Both sides,1.126,,
,EY,3,6-Mar-25,Day,Dennis Kelly / Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirty Eighth,LSBW,Lake Promenade,Arterial,Blower,,,Both sides,1.054,,
,EY,3,6-Mar-25,Day,Dennis Kelly / Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirty Seventh St,LSBW,Lake Promenade,Arterial,Blower,,,Both sides,1.058,,
,EY,3,6-Mar-25,Day,Dennis Kelly / Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirty Sixth St,LSBW,Lake Promenade,Arterial,Blower,,,Both sides,1.222,,
,EY,3,6-Mar-25,Day,Dennis Kelly / Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Lake Promenade,Forty Second St,Thirty Sixth St,Arterial,Blower,,,Both sides,1.08,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / Sami Alani,TOA2-5 BL#2 Local Zone 4,12,,TOA2-5,,Runnymede Rd,Dundas St W,Bloor St W,Local/School,Blower,18,180.0,Eastbound,1.67,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / Sami Alani,TOA2-5 BL#2 Local Zone 4,12,,TOA2-5,,Runnymede Rd,Bloor St W,Dundas St W,Local/School,Blower,,,Eastbound,1.67,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / Sami Alani,TOA2-5 BL#2 Local Zone 4,12,,TOA2-5,,Fairview Ave,Annette St,Evelyn Cres,Local/School,Blower,,,Eastbound,0.375,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / Sami Alani,TOA2-5 BL#2 Local Zone 4,12,,TOA2-5,,Evelyn Cres,Fairview Ave,Kennedy Ave,Local/School,Blower,,,Eastbound,0.223,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,Royal York road,LSBW,Evans Ave,"Arterial, Sidewalk",Loader,22,220.0,Eastbound,2.01,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,Harold St,Simpson Ave,Judson St,Local/School,Loader,,,Both Sides,0.574,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,O'Donnell Ave,Simpson Ave,Judson St,Local/School,Loader,,,Both Sides,0.564,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Third St,Morrison St,Lake Shore Dr,Local/School,Loader,42,420.0,Both Sides,0.256,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Fourth St,Morrison St,Lake Shore Dr,Local/School,Loader,,,Both Sides,0.504,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Fifth St,Morrison St,Lake Shore Dr,Local/School,Loader,,,Both Sides,0.678,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,First St,LSBW,Lake Shore Dr,Local/School,Loader,,,Both Sides,0.274,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Second St,LSBW,Lake Shore Dr,Local/School,Loader,,,Both Sides,0.408,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Third St,Morrison St,Lake Shore Dr,Local/School,Loader,,,Both Sides,0.256,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Lake Shore Dr,Fifth St,Third St,Local/School,Loader,,,Both Sides,0.388,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Lake Shore Dr,Second St,Third St,Local/School,Loader,,,Both Sides,0.212,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Second St,LSBW,Birmingham St,Local/School,Loader,,,Both Sides,0.56,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Third St,LSBW,Birmingham St,Local/School,Loader,,,Both Sides,0.558,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Forth St,LSBW,Birmingham St,Local/School,Loader,,,Both Sides,0.566,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Fifth St,LSBW,Birmingham St,Local/School,Loader,,,Both Sides,0.57,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Sixth St,LSBW,Birmingham St,Local/School,Loader,,,Both Sides,0.57,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Eighth St,LSBW,Birmingham St,Local/School,Loader,,,Both Sides,0.576,,
,EY,3,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew/ TOA2-5 VBN #2,12,,TOA2-5,,Ninth St,LSBW,Birmingham St,Local/School,Loader,,,Both Sides,0.576,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,St.Johns Rd,Dundas St W,Jane St,Local/School,Loader,12,120.0,Both Sides,2.56,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Priscilla Ave,St.Johns Rd,Jane St,Hanley St,Loader,,,Both Sides,0.628,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Winfield Ave,Willard Ave ,Dead end,Local/School,Loader,,,Both Sides,0.216,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Hanley St,Willard Ave ,Jane St,Local/School,Loader,,,Both Sides,0.5,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Montye Ave,Willard Ave ,Jane St,Local/School,Loader,,,Both Sides,0.484,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Willard Ave ,St.Johns Rd,Annette St,Local/School,Loader,,,Both Sides,0.86,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Windermere Ave,St.Johns Rd,Annette St,Local/School,Loader,,,Both Sides,0.854,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Durie St,St.Johns Rd,Annette St,Local/School,Loader,,,Both Sides,0.854,,
,EY,4,6-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA 2-5 VBN #3,12,,TOA2-5,,Beresford Ave,St.Johns Rd,Annette St,Local/School,Loader,,,Both Sides,0.854,,
,EY,4,6-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Queen St W,Roncesvalles,Ossington Ave,"Arterial, Sidewalk",Blower,16,,One Side,2.27,,
,EY,4,6-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Queen St W,Dufferin,West Lodge Ave,"Arterial, Sidewalk",Blower,,,One Side,0.569,,
,EY,9,6-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Abell St,Abell Aly,Queen St W,Local,Blower,,,One Side,0.047,,
,EY,10,6-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Ossington Ave,Rebecca St,Stokes St,"Arterial, Sidewalks",Blower,,,One Side,0.206,,
,EY,12,6-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BL#2,12,,TOA2-1,,Greensides,Tyrell,St Clair,Local,Bucket,22,220.0,"One Side/ Both Sides
",0.796,,
,EY,12,6-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BL#2,12,,TOA2-1,,Tyrell	,Albert Ave,Wynchwood,Local,Bucket,,0.0,"One Side/ Both Sides
",1.7,,
,EY,12,6-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BL#2,12,,TOA2-1,,Benson Ave,Wynchwood,Christie St,Local,Bucket,,0.0,"One Side/ Both Sides
",0.358,,
,EY,12,6-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BL#2,12,,TOA2-1,,Benson Ave ,Christie St ,Greensides Ave,Local,Bucket,,,One Side/ Both Sides,0.726,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Indian Grove,Annette,Bloor,Local,Blower,12,120.0,One Side/ Both Sides,1.972,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Indian Rd,Indian Rd,Annette,Local,Blower,,0.0,One Side/ Both Sides,,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Indian Rd,Annette,Indian Cres,Local,Blower,,0.0,One Side/ Both Sides,1.888,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Dorval Rd, Bloor St ,Glenlake Ave,Local,Blower,,0.0,One Side/ Both Sides,0.832,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Prince Rupert Ave,Chelsea Ave,Glenlake,Local,Blower,,0.0,One Side/ Both Sides,0.408,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Chelsea Ave,Dundas St W,Indian Rd.,Local,Blower,,0.0,One Side/ Both Sides,0.608,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Abbott Ave,Dundas St W,Indian Rd Cres.,Local,Blower,,0.0,One Side/ Both Sides,0.52,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Wanda Ave,Indian Rd Cres,Dorval Rd,Local,Blower,,0.0,One Side/ Both Sides,0.54,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Kenneth Ave,Indian Rd Cres,Dundas W,Local,Blower,,0.0,One Side/ Both Sides,0.742,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Jerome St, Indian Rd,Dundas St W,Local,Blower,,0.0,One Side/ Both Sides,0.42,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Glen Gordon, Indian Rd,Indian grove,Local,Blower,,0.0,One Side/ Both Sides,0.224,,
,TEY,4,6-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Glenlake Ave,Keele St,Dundas St W,Local,Blower,,0.0,One Side/ Both Sides,1.294,,
,EY,3,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirtieth St,Akron Ave,Evans,Local,Blower,26,260.0,Northbound,4.14,,
,EY,3,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirtieth St,Akron Ave,Lakeshore Blvd,Local,Blower,,,Southbound,,,
,EY,3,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Twenty Second St,Lakeshore Blvd W,Elder Ave,Local,Blower,,,Southbound,,,
,EY,3,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Browns Line,Lakeshore Blvd W,Evans Ave,Arterial,Blower,,,Northbound,,,
,EY,3,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Browns Line,Evans Ave,Lakeshore Blvd W,Arterial,Blower,,,Southbound,,,
,EY,4,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #2,8,,TOA2-5,,Evelyn Ave,Anette St,Glenlake Ave,Local,Blower,12,120.0,Southbound,0.733,,
,EY,4,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #2,8,,TOA2-5,,Glenlake Ave,Glendownynne Rd,Clendanan Ave,Local,Blower,,,Eastbound,0.329,,
,EY,4,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #2,8,,TOA2-5,,Humbersied Ave,Quebec Ave,Medland St,Local,Blower,,,Eastbound,0.359,,
,EY,4,6-Mar-25,Night,Sami Alani,1 crew / TOA2-5 BL #2,8,,TOA2-5,,Medland St,Humberside Ave,Anette St,Local,Blower,,,Northbound,0.275,,
,EY,12,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Rushton Road,St Claire Ave W,Tyrell Ave,Local,Bucket,21,,"One Side/ Both Sides
",0.852,,
,EY,12,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Benson Ave,Rushton Rad,Alberta Ave,Local,Bucket,,,"One Side/ Both Sides
",1.014,,
,EY,12,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Arlington Ave,Tyrell,St Claire,Local,Bucket,,,"One Side/ Both Sides
",0.778,,
,EY,12,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Hendrick Ave,St Claire,Dead end,Local,Bucket,,,"One Side/ Both Sides
",0.456,,
,EY,9,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Burlington Cres,Oakwood,Alberta,Local,Bucket,,,"One Side/ Both Sides
",0.376,,
,EY,9,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Mt Royal,Davenport,Alberta Ave,Local,Bucket,,,,0.584,,
,EY,9,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Thome Cres,Mt Royal,Burlington ,Local,Bucket,,,,0.292,,
,EY,9,7-Mar-25,Day,Avinash Singh ,1 crew / TOA2-1 BUCKET #2,12,,TOA2-1,,Biggar Ave,Oakwood Ave,Alberta Ave,Local,Bucket,,,"One Side/ Both Sides
",0.362,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Hallam ,Dufferin ,Ossington,Local,Blower,14,,"One Side/ Both Sides
",1.634,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Concord,Dupont St,Bloor St,Local,Blower,,,"One Side/ Both Sides
",1.948,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Delaware,Bloor,Dupont St,Local,Blower,,,"One Side/ Both Sides
",1.96,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Westmoreland,Dupont ,Bloor ,Local,Blower,,,"One Side/ Both Sides
",1.382,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Salem,Dupont,Bloor,Local,Blower,,,"One Side/ Both Sides
",1.384,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Southview,Westmoreland,Bartlett,Local,Blower,,,"One Side/ Both Sides
",0.404,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Fernbank,Westmoreland,Bartlett,Local,Blower,,,"One Side/ Both Sides
",0.408,,
,TEY,9,7-Mar-25,Day,Avinash Singh ,1,12,,TOA1-5,,Gladstore,Dupont,Bloor,Local,Blower,,,"One Side/ Both Sides
",1.974,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Spring Grove Ave,St Clair Ave,Houslow Heath Rd,Local,Blower,16,,,0.135,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Exeter St,Laughton Ave,Dead end,Local,Blower,,,,0.168,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Connolly St,Whitshire Ave,Uxbridge Ave,Local,Blower,,,,0.369,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Uxbridge Ave,Connolly St,Davenport Rd,Local,Blower,,,,0.187,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Cloverdale Rd,st Clair Ave,Dead End,Local,Blower,,,,0.178,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Pryor Ave,Cloverdale Rd,Silverthorne Ave,Local,Blower,,,,0.131,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Howick Ave,Blackthorne Ave,Chambers Ave,Local,Blower,,,,0.394,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Chambers Ave,Howick Ave,Turnberry Ave,Local,Blower,,,,0.21,,
,EY,9,7-Mar-25,Day,Ian MacMillian,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Kane Ave,Rogers Rd,Old Weston Rd,Local,Blower,,,,0.175,,
,TEY,11,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BL #1,12,,TOA1-5,,Roxton Rd,Dundas,College,Local,Loader,20,200.0,One Side/ Both Sides,1.142,,
,TEY,11,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BL #1,12,,TOA1-5,,Montrose Ave,College,Dundas,Local,Loader,,0.0,One Side/ Both Sides,1.118,,
,TEY,10,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BL #1,12,,TOA1-5,,Crawford St,Dundas,College,Local,Loader,,0.0,One Side/ Both Sides,1.164,,
,TEY,11,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BL #1,12,,TOA1-5,,Grace St,College,Dundas,Local,Loader,,0.0,One Side/ Both Sides,0.96,,
,TEY,11,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BL #1,12,,TOA1-5,,Beatrice St,Dundas,College,Local,Loader,,0.0,One Side/ Both Sides,1.028,,
,TEY,4,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #1,12,,TOA1-5,,High Park Gardens,Howard Park,Indian Rd,Local,Backhoe,15,150.0,One Side/ Both Sides,0.49,,
,TEY,4,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #1,12,,TOA1-5,,Indian Rd,Howard Park,Grenadier Rd,Local,Backhoe,,0.0,One Side/ Both Sides,0.578,,
,TEY,4,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #1,12,,TOA1-5,,Marmaduke St,Indian Rd,Roncesvalles,Local,Backhoe,,0.0,One Side/ Both Sides,0.69,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #2,12,,TOA1-5,,Wyndham St,Brock,St Clarens,Local,Backhoe,8,80.0,One Side/ Both Sides,0.406,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #2,12,,TOA1-5,,Mechanic Ave,Wydnham,Delaney Cres,Local,Backhoe,,0.0,One Side/ Both Sides,0.284,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #2,12,,TOA1-5,,Delaney Cres,Wyndham,Brock,Local,Backhoe,,0.0,One Side/ Both Sides,0.538,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #2,12,,TOA1-5,,St Clarens Ave,Shirley St,Dead end,Local,Backhoe,,0.0,One Side/ Both Sides,0.362,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH #2,12,,TOA1-5,,Northern Pl,Shirley,St Clarens,Local,Backhoe,,0.0,One Side/ Both Sides,0.28,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Fisher St,Sheridan,Dufferin,Local,Backhoe,8,80.0,One Side/ Both Sides,0.324,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Parr St,Dufferin St,Macklem,Local,Backhoe,,,One Side/ Both Sides,0.142,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Macklem Ave,Parr St,College,Local,Backhoe,,,One Side/ Both Sides,0.306,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Moutray St,Dufferin St,Sheridan,Local,Backhoe,,,One Side/ Both Sides,0.322,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Lindsey Ave,Dufferin St,Brock,Local,Backhoe,,0.0,One Side/ Both Sides,0.628,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Muir Ave,Brock,Dufferin,Local,Backhoe,,0.0,One Side/ Both Sides,0.618,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Awde St,Fisher St,Laneway,Local,Backhoe,,0.0,One Side/ Both Sides,0.122,,
,TEY,9,6-Mar-25,Day ,Arsalan Saeed,1 crew / TOA1-5 BH#3,12,,TOA1-5,,Sheridan Ave,College,Laneway,Local,Backhoe,,0.0,One Side/ Both Sides,0.634,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1 crew / TOA1-5 BH #1,12,,TOA1-5,,Foxbar Rd,St Clair Ave W,Avenue Rd,Local,Backhoe,14,140.0,Both Sides,0.78,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1 crew / TOA1-5 BH #1,12,,TOA1-5,,Woodlawn Ave W,Yonge St,Farnham Ave,Local,Backhoe,,0.0,Both Sides,1.01,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1 crew / TOA1-5 BH #1,12,,TOA1-5,,Farnham Ave,Yonge St,Avenue Rd,Local,Backhoe,,0.0,Both Sides,1.188,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1 crew / TOA1-5 BH #1,12,,TOA1-5,,Edmund Ave,Avenue Rd,Poplar Plains Rd,Local,Backhoe,,0.0,Both Sides,0.378,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1,12,,TOA1-5,,Rosemount Ave,Dufferin St,Northcliffe Blvd,Collector,Backhoe,12,120.0,Both Sides,0.362,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1,12,,TOA1-5,,Westmount Ave,St Clair Ave,Regal Rd,Collector,Backhoe,,0.0,Both Sides,0.888,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1,12,,TOA1-5,,Northcliffe Blvd,St Clair Ave,Rosemount Ave,Collector,Backhoe,,0.0,Both Sides,0.88,,
,TEY,12,6-Mar-25,Night,Matthew Shaw,1,12,,TOA1-5,,Lauder Ave,St Clair Ave,Rosemount Ave,Collector,Backhoe,,0.0,Both Sides,0.932,,
,EY,12,6-Mar-25,Night,Matthew Shaw,1 crew / TOA2-1 BL #1,12,,TOA2-1,,Roncesvalles Ave,Dundas St W,Queen St W,Arterial,Blower,15,150.0,Both Sides,3.52,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirty Fifth St,LSBW,Lake Promenade,Local,Blower,48,480.0,Both Sides,1.25,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Long Branch Ave,LSBW,Lake Promenade,Local,Blower,,,Both Sides,1.266,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirty Third St,LSBW,Lake Promenade,Local,Blower,,,Both Sides,0.886,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Thirty First St,LSBW,Lake Promenade,Local,Blower,,,Both Sides,1.256,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Twenty Eighth St,LSBW,Lake Promenade,Local,Blower,,,Both Sides,0.928,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Twenty Seventh St,LSBW,Lake Promenade,Local,Blower,,,Both Sides,1.348,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Twenty Fifth St,LSBW,Lake Promenade,Local,Blower,,,Both Sides,1.336,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Twenty third St,LSBW,Lake Promenade,Local,Blower,,,Both Sides,1.36,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Lake Promenade ,Twenty third St,Long Branch Ave,Local,Blower,,,Both Sides,2.18,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Arcadian Circle,Shamrock Ave,Shamrock Ave,Local,Blower,,,Both Sides,1.204,,
,EY,3,7-Mar-25,Day ,Dennis ,1 crew / TOA2-5 BL #1,12,,TOA2-5,,Park Blvd,Thirty Sixth St,Thirty First St,Local,Blower,,,Both Sides,1.058,,
,EY,3,7-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,Willowbrook Rd,Simpson Ave,Judson St,Local,Loader,24,240.0,Both Sides,0.566,,
,EY,3,7-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,Alden Ave,Ourland Ave ,Willowbrook Rd,Local,Loader,,,Both Sides,0.498,,
,EY,3,7-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,Merriday St,Ourland Ave ,Willowbrook Rd,Local,Loader,,,Both Sides,0.496,,
,EY,3,7-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,Simpson Ave,Ourland Ave ,Royal York road,Local,Loader,,,Both Sides,1.49,,
,EY,3,7-Mar-25,Day ,Dennis Kelly / John Holowczak,1 crew / TOA2-5 VBN,12,,TOA2-5,,Vanevery St,Dwight Ave ,Royal York road,Local,Loader,,,Both Sides,0.81,,
